UMDM ID,XML Type,collection,series,subseries,box,folder,item,title,date,size,handle,Accession Number,creator,continent,country,region,settlement,umdm pid
108,UMDM,Katherine Anne Porter papers,1,6,57,11,53,"Katherine Anne Porter to Albert Erskine, 1938-02-21",1938-02-21,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
109,UMDM,Katherine Anne Porter papers,1,6,57,11,55,"Katherine Anne Porter to Albert Erskine, 1938-02-21",1938-02-21,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
110,UMDM,Katherine Anne Porter papers,1,6,57,11,57,"Katherine Anne Porter to Albert Erskine, 1938-02-22",1938-02-22,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
111,UMDM,Katherine Anne Porter papers,1,6,57,11,61,"Katherine Anne Porter to Albert Erskine, 1938-02-23",1938-02-23,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
112,UMDM,Katherine Anne Porter papers,1,6,57,11,63,"Katherine Anne Porter to Albert Erskine, 1938-02-24",1938-02-24,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
113,UMDM,Katherine Anne Porter papers,1,6,57,11,64,"Katherine Anne Porter to Albert Erskine, 1938-02-24",1938-02-24,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
114,UMDM,Katherine Anne Porter papers,1,6,57,11,66,"Katherine Anne Porter to Albert Erskine, 1938-02-25",1938-02-25,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
115,UMDM,Katherine Anne Porter papers,1,6,57,11,68,"Katherine Anne Porter to Albert Erskine, 1938-02-27",1938-02-27,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
116,UMDM,Katherine Anne Porter papers,1,6,57,11,70,"Katherine Anne Porter to Albert Erskine, 1938-02-28",1938-02-28,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
117,UMDM,Katherine Anne Porter papers,1,6,57,11,71,"Katherine Anne Porter to Albert Erskine, 1938-02-28",1938-02-28,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
118,UMDM,Katherine Anne Porter papers,1,6,57,12,1,"Katherine Anne Porter to Albert Erskine, 1938-03-01",1938-03-01,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
119,UMDM,Katherine Anne Porter papers,1,6,57,12,4,"Katherine Anne Porter to Albert Erskine, 1938-03-02",1938-03-02,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
120,UMDM,Katherine Anne Porter papers,1,6,57,12,7,"Katherine Anne Porter to Albert Erskine, 1938-03-07",1938-03-07,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
121,UMDM,Katherine Anne Porter papers,1,6,57,12,9,"Katherine Anne Porter to Albert Erskine, 1938-03-08",1938-03-08,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
122,UMDM,Katherine Anne Porter papers,1,6,57,12,10,"Katherine Anne Porter to Albert Erskine, 1938-03-08",1938-03-08,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
123,UMDM,Katherine Anne Porter papers,1,6,57,12,12,"Katherine Anne Porter to Albert Erskine, 1938-03-09",1938-03-09,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
124,UMDM,Katherine Anne Porter papers,1,6,57,12,14,"Katherine Anne Porter to Albert Erskine, 1938-03-10",1938-03-10,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
125,UMDM,Katherine Anne Porter papers,1,6,57,12,16,"Katherine Anne Porter to Albert Erskine, 1938-03-11",1938-03-11,5,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
126,UMDM,Katherine Anne Porter papers,1,6,57,12,17,"Katherine Anne Porter to Albert Erskine, 1938-03-11",1938-03-11,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
127,UMDM,Katherine Anne Porter papers,1,6,57,12,18,"Katherine Anne Porter to Albert Erskine, 1938-03-11",1938-03-11,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States,Texas,Houston,
128,UMDM,Katherine Anne Porter papers,1,6,57,12,21,"Katherine Anne Porter to Albert Erskine, 1938-03-13",1938-03-13,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
129,UMDM,Katherine Anne Porter papers,1,6,57,12,23,"Katherine Anne Porter to Albert Erskine, 1938-03-14",1938-03-14,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
130,UMDM,Katherine Anne Porter papers,1,6,57,12,25,"Katherine Anne Porter to Albert Erskine, 1938-03-15",1938-03-15,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
131,UMDM,Katherine Anne Porter papers,1,6,57,12,28,"Katherine Anne Porter to Albert Erskine, 1938-03-16",1938-03-16,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
132,UMDM,Katherine Anne Porter papers,1,6,57,12,29,"Katherine Anne Porter to Albert Erskine, 1938-03-17",1938-03-17,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
133,UMDM,Katherine Anne Porter papers,1,6,57,12,32,"Katherine Anne Porter to Albert Erskine, 1938-03-18",1938-03-18,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
134,UMDM,Katherine Anne Porter papers,1,6,57,12,33,"Katherine Anne Porter to Albert Erskine, 1938-03-19",1938-03-19,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
135,UMDM,Katherine Anne Porter papers,1,6,57,12,34,"Katherine Anne Porter to Albert Erskine, 1938-03-20",1938-03-20,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
136,UMDM,Katherine Anne Porter papers,1,6,57,12,36,"Katherine Anne Porter to Albert Erskine, 1938-03-21",1938-03-21,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
137,UMDM,Katherine Anne Porter papers,1,6,57,12,38,"Katherine Anne Porter to Albert Erskine, 1938-03-22",1938-03-22,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
138,UMDM,Katherine Anne Porter papers,1,6,57,12,39,"Katherine Anne Porter to Albert Erskine, 1938-03-23",1938-03-23,5,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
139,UMDM,Katherine Anne Porter papers,1,6,57,12,40,"Katherine Anne Porter to Albert Erskine, 1938-03-24",1938-03-24,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
140,UMDM,Katherine Anne Porter papers,1,6,57,12,43,"Katherine Anne Porter to Albert Erskine, 1938-03-26",1938-03-26,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
141,UMDM,Katherine Anne Porter papers,1,6,57,12,44,"Katherine Anne Porter to Albert Erskine, 1938-03-26",1938-03-26,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
142,UMDM,Katherine Anne Porter papers,1,6,57,12,47,"Katherine Anne Porter to Albert Erskine, 1938-03-27",1938-03-27,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
143,UMDM,Katherine Anne Porter papers,1,6,57,12,48,"Katherine Anne Porter to Albert Erskine, 1938-03-28",1938-03-28,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
144,UMDM,Katherine Anne Porter papers,1,6,57,12,49,"Katherine Anne Porter to Albert Erskine, 1938-03-28",1938-03-28,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
145,UMDM,Katherine Anne Porter papers,1,6,57,12,52,"Katherine Anne Porter to Albert Erskine, 1938-03-30",1938-03-30,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
146,UMDM,Katherine Anne Porter papers,1,6,57,12,53,"Katherine Anne Porter to Albert Erskine, 1938-03-30",1938-03-30,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
147,UMDM,Katherine Anne Porter papers,1,6,57,12,54,"Katherine Anne Porter to Albert Erskine, 1938-03-31",1938-03-31,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
148,UMDM,Katherine Anne Porter papers,1,6,58,1,1,"Katherine Anne Porter to Albert Erskine, 1938-04-01",1938-04-01,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
149,UMDM,Katherine Anne Porter papers,1,6,58,1,2,"Katherine Anne Porter to Albert Erskine, 1938-04-01",1938-04-01,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
150,UMDM,Katherine Anne Porter papers,1,6,58,1,4,"Katherine Anne Porter to Albert Erskine, 1938-04-03",1938-04-03,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
151,UMDM,Katherine Anne Porter papers,1,6,58,1,5,"Katherine Anne Porter to Albert Erskine, 1938-04-04",1938-04-04,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
152,UMDM,Katherine Anne Porter papers,1,6,58,1,8,"Katherine Anne Porter to Albert Erskine, 1938-04-05",1938-04-05,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
153,UMDM,Katherine Anne Porter papers,1,6,58,1,9,"Katherine Anne Porter to Albert Erskine, 1938-04-05",1938-04-05,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
154,UMDM,Katherine Anne Porter papers,1,6,58,1,10,"Katherine Anne Porter to Albert Erskine, 1938-04-05",1938-04-05,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
155,UMDM,Katherine Anne Porter papers,1,6,58,1,11,"Katherine Anne Porter to Albert Erskine, 1938-04-08",1938-04-08,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
156,UMDM,Katherine Anne Porter papers,1,6,58,1,12,"Katherine Anne Porter to Albert Erskine, 1938-04-08",1938-04-08,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
157,UMDM,Katherine Anne Porter papers,1,6,58,1,14,"Katherine Anne Porter to Albert Erskine, 1938-04-09",1938-04-09,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
158,UMDM,Katherine Anne Porter papers,1,6,58,1,15,"Katherine Anne Porter to Albert Erskine, 1938-04-10",1938-04-10,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
159,UMDM,Katherine Anne Porter papers,1,6,58,1,18,"Katherine Anne Porter to Albert Erskine, 1938-04-11",1938-04-11,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
160,UMDM,Katherine Anne Porter papers,1,6,58,1,19,"Katherine Anne Porter to Albert Erskine, 1938-04-13",1938-04-13,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Texas,Houston,
161,UMDM,Katherine Anne Porter papers,1,6,58,1,22,"Katherine Anne Porter to Albert Erskine, 1938-04-19",1938-04-19,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Louisiana,New Orleans,
162,UMDM,Katherine Anne Porter papers,1,6,58,1,23,"Katherine Anne Porter to Albert Erskine, 1938-07-16",1938-07-16,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Tennessee,Memphis,
163,UMDM,Katherine Anne Porter papers,1,6,58,1,25,"Katherine Anne Porter to Albert Erskine, 1938-07-19",1938-07-19,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
164,UMDM,Katherine Anne Porter papers,1,6,58,1,26,"Katherine Anne Porter to Albert Erskine, 1938-07-20",1938-07-20,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
165,UMDM,Katherine Anne Porter papers,1,6,58,1,27,"Katherine Anne Porter to Albert Erskine, 1938-07-21",1938-07-21,5,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
166,UMDM,Katherine Anne Porter papers,1,6,58,1,29,"Katherine Anne Porter to Albert Erskine, 1938-07-21",1938-07-21,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
167,UMDM,Katherine Anne Porter papers,1,6,58,1,31,"Katherine Anne Porter to Albert Erskine, 1938-07-22",1938-07-22,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
168,UMDM,Katherine Anne Porter papers,1,6,58,1,32,"Katherine Anne Porter to Albert Erskine, 1938-07-22",1938-07-22,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
169,UMDM,Katherine Anne Porter papers,1,6,58,1,33,"Katherine Anne Porter to Albert Erskine, 1938-07-25",1938-07-25,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
170,UMDM,Katherine Anne Porter papers,1,6,58,1,34,"Katherine Anne Porter to Albert Erskine, 1938-07-25",1938-07-25,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
171,UMDM,Katherine Anne Porter papers,1,6,58,1,35,"Katherine Anne Porter to Albert Erskine, 1938-07-26",1938-07-26,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
172,UMDM,Katherine Anne Porter papers,1,6,58,1,41,"Katherine Anne Porter to Albert Erskine, 1938-07-28",1938-07-28,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
173,UMDM,Katherine Anne Porter papers,1,6,58,2,2,"Katherine Anne Porter to Albert Erskine, circa 1939-03",circa 1939-03,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
174,UMDM,Katherine Anne Porter papers,1,6,58,2,3,"Katherine Anne Porter to Albert Erskine, 1939-04-01",1938-04-01,7,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
175,UMDM,Katherine Anne Porter papers,1,6,58,2,6,"Katherine Anne Porter to Albert Erskine, circa 1939-04",circa 1939-04,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
176,UMDM,Katherine Anne Porter papers,1,6,58,2,8,"Katherine Anne Porter to Albert Erskine, 1939-04-22",1939-04-22,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Georgia,Atlanta,
177,UMDM,Katherine Anne Porter papers,1,6,58,2,11,"Katherine Anne Porter to Albert Erskine, 1939-04-24",1939-04-24,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
178,UMDM,Katherine Anne Porter papers,1,6,58,2,13,"Katherine Anne Porter to Albert Erskine, 1939-04-24",1939-04-24,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
179,UMDM,Katherine Anne Porter papers,1,6,58,2,15,"Katherine Anne Porter to Albert Erskine, 1939-04-24",1939-04-24,9,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
180,UMDM,Katherine Anne Porter papers,1,6,58,2,17,"Katherine Anne Porter to Albert Erskine, 1939-04-25",1939-04-25,6,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
